nome,host_name,bairro_group,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
Outros,Outros,Manhattan,Entire home/apt,150,2,21,0.89,2,157
Outros,Outros,Queens,Private room,50,1,0,0.72,3,73
Outros,Outros,Manhattan,Private room,110,7,1,0.14,1,365
Outros,Outros,Manhattan,Entire home/apt,199,3,0,0.72,3,358
Outros,Outros,Manhattan,Private room,100,2,45,1.36,1,83
Outros,Outros,Manhattan,Entire home/apt,250,2,4,0.14,1,0
Outros,Outros,Manhattan,Private room,118,2,16,0.63,1,24
Outros,Outros,Manhattan,Shared room,56,1,0,0.72,1,3
Outros,Outros,Queens,Entire home/apt,110,1,279,5.02,1,355
Outros,Outros,Brooklyn,Entire home/apt,170,3,87,2.48,1,32
Outros,Outros,Queens,Private room,90,3,8,0.23,2,0
Outros,Outros,Queens,Shared room,60,4,45,0.87,5,0
Outros,Outros,Brooklyn,Private room,50,30,51,6.32,3,227
Outros,Outros,Brooklyn,Entire home/apt,65,1,1,0.09,1,98
Outros,Outros,Brooklyn,Private room,70,5,1,0.14,1,0
Outros,Outros,Manhattan,Private room,73,1,10,0.29,2,365
Outros,Outros,Manhattan,Entire home/apt,225,3,0,0.72,2,170
Outros,Outros,Brooklyn,Private room,50,1,2,0.04,4,0
Outros,Outros,Manhattan,Private room,100,7,1,0.03,1,0
Outros,Outros,Manhattan,Private room,75,4,146,3.89,3,73
Outros,Outros,Brooklyn,Entire home/apt,200,3,0,0.72,1,0
Outros,Outros,Brooklyn,Private room,128,3,22,1.43,1,305
Outros,Outros,Brooklyn,Private room,85,1,57,3.78,7,16
Outros,Outros,Brooklyn,Private room,45,7,11,0.64,1,0
Outros,Outros,Brooklyn,Private room,55,30,0,0.72,2,364
Outros,Outros,Manhattan,Entire home/apt,206,5,0,0.72,1,0
Outros,Outros,Brooklyn,Private room,35,6,1,0.02,1,0
Outros,Outros,Brooklyn,Entire home/apt,99,5,1,0.13,2,0
Outros,Outros,Manhattan,Entire home/apt,150,2,11,2.92,1,38
Outros,Outros,Brooklyn,Private room,35,1,5,0.53,1,0
Outros,Outros,Manhattan,Entire home/apt,215,3,94,2.02,1,8
Outros,Outros,Brooklyn,Private room,41,1,1,0.45,2,52
Outros,Outros,Brooklyn,Entire home/apt,150,2,1,0.02,1,0
Outros,Outros,Brooklyn,Private room,59,3,2,0.24,1,0
Outros,Outros,Brooklyn,Private room,85,1,42,1.14,1,0
Outros,Outros,Manhattan,Private room,59,2,11,0.36,1,29
Outros,Outros,Manhattan,Private room,75,2,1,0.42,2,58
Outros,Outros,Manhattan,Entire home/apt,180,31,10,0.55,33,331
Outros,Outros,Queens,Private room,100,1,1,0.46,2,179
Outros,Outros,Brooklyn,Private room,65,1,101,2.7,1,309
Outros,Outros,Manhattan,Private room,100,3,210,3.01,1,256
Outros,Outros,Manhattan,Entire home/apt,150,1,2,0.07,3,0
Outros,Outros,Brooklyn,Entire home/apt,125,3,90,1.88,1,155
Outros,Outros,Queens,Private room,49,2,14,4.08,4,165
Outros,Outros,Brooklyn,Entire home/apt,70,1,2,0.04,1,0
Outros,Outros,Manhattan,Entire home/apt,80,2,2,0.37,1,189
Outros,Outros,Brooklyn,Entire home/apt,125,7,0,0.72,1,0
Outros,Outros,Brooklyn,Entire home/apt,209,2,3,2.37,1,79
Outros,Outros,Brooklyn,Private room,43,2,57,5.52,3,81
Outros,Outros,Manhattan,Private room,77,7,17,0.46,1,311
Outros,Outros,Manhattan,Entire home/apt,88,1,2,0.06,1,0
Outros,Outros,Manhattan,Entire home/apt,150,4,20,0.55,1,82
Outros,Outros,Manhattan,Entire home/apt,180,1,5,0.09,1,0
Outros,Outros,Brooklyn,Private room,74,1,0,0.72,1,0
Outros,Outros,Manhattan,Private room,150,5,6,1.73,4,280
Outros,Outros,Brooklyn,Entire home/apt,140,2,1,1.0,1,0
Outros,Outros,Manhattan,Entire home/apt,208,3,0,0.72,1,150
Outros,Outros,Manhattan,Entire home/apt,225,4,13,0.15,1,195
Outros,Outros,Manhattan,Entire home/apt,225,3,3,2.5,1,68
Outros,Outros,Manhattan,Entire home/apt,155,7,0,0.72,1,0
Outros,Outros,Brooklyn,Entire home/apt,240,2,16,0.57,1,302
Outros,Outros,Manhattan,Entire home/apt,117,14,0,0.72,1,15
Outros,Outros,Manhattan,Private room,118,1,3,0.17,3,0
Outros,Outros,Manhattan,Private room,75,2,3,0.3,1,0
Outros,Outros,Brooklyn,Entire home/apt,225,2,23,1.66,1,77
Outros,Outros,Brooklyn,Private room,80,1,33,4.97,1,151
Outros,Outros,Manhattan,Private room,220,1,2,0.03,2,364
Outros,Outros,Queens,Entire home/apt,248,2,2,1.3,1,354
Outros,Outros,Brooklyn,Entire home/apt,200,2,1,1.0,1,0
Outros,Outros,Queens,Entire home/apt,85,3,33,3.07,1,44
Outros,Outros,Brooklyn,Private room,99,1,340,4.9,2,263
Outros,Outros,Brooklyn,Private room,45,2,8,1.35,1,0
Outros,Outros,Manhattan,Entire home/apt,130,14,1,0.02,1,0
Outros,Outros,Brooklyn,Entire home/apt,100,3,2,1.18,1,0
Outros,Outros,Brooklyn,Private room,71,1,0,0.72,3,0
Outros,Outros,Manhattan,Private room,64,1,192,1.84,5,245
Outros,Outros,Brooklyn,Entire home/apt,150,3,3,0.08,1,0
Outros,Outros,Manhattan,Entire home/apt,189,1,40,2.37,1,73
Outros,Outros,Brooklyn,Entire home/apt,110,2,31,1.36,1,4
Outros,Outros,Queens,Entire home/apt,68,4,11,0.31,1,0
Outros,Outros,Manhattan,Entire home/apt,130,3,74,1.87,1,16
Outros,Outros,Queens,Entire home/apt,78,1,4,0.1,1,0
Outros,Outros,Brooklyn,Entire home/apt,220,1,2,0.03,1,0
Outros,Outros,Brooklyn,Private room,80,1,27,1.09,3,342
Outros,Outros,Brooklyn,Private room,100,3,9,0.27,1,0
Outros,Outros,Brooklyn,Entire home/apt,275,3,43,4.54,1,123
Outros,Outros,Brooklyn,Entire home/apt,95,14,5,0.17,2,186
Outros,Outros,Brooklyn,Entire home/apt,150,3,2,2.0,1,70
Outros,Outros,Manhattan,Private room,209,7,1,0.16,13,358
Outros,Outros,Brooklyn,Private room,37,3,10,0.2,1,6
Outros,Outros,Brooklyn,Private room,36,1,1,0.03,1,0
Outros,Outros,Brooklyn,Entire home/apt,119,2,2,0.15,1,0
Outros,Outros,Manhattan,Entire home/apt,499,1,18,2.83,1,356
Outros,Outros,Bronx,Entire home/apt,72,90,2,0.12,7,223
Outros,Outros,Queens,Entire home/apt,80,2,1,1.0,1,176
Outros,Outros,Brooklyn,Private room,110,3,23,0.32,1,159
Outros,Outros,Manhattan,Private room,175,3,55,2.95,1,26
Outros,Outros,Bronx,Shared room,50,1,8,1.26,2,241
Outros,Outros,Manhattan,Entire home/apt,385,30,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,200,1,0,0.72,1,0
Outros,Outros,Manhattan,Private room,62,3,3,0.11,1,0
Outros,Outros,Queens,Private room,45,1,7,2.5,5,29
Outros,Outros,Brooklyn,Entire home/apt,120,3,155,2.39,1,18
Outros,Outros,Manhattan,Private room,255,1,192,3.91,11,305
Outros,Outros,Manhattan,Entire home/apt,159,3,4,2.93,1,1
Outros,Outros,Manhattan,Private room,120,3,1,1.0,6,364
Outros,Outros,Brooklyn,Entire home/apt,85,30,2,1.07,1,100
Outros,Outros,Queens,Entire home/apt,95,1,6,2.2,1,35
Outros,Outros,Brooklyn,Private room,90,2,8,0.16,2,363
Outros,Outros,Manhattan,Entire home/apt,155,15,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,220,1,0,0.72,1,0
Outros,Outros,Manhattan,Private room,120,1,109,5.97,3,0
Outros,Outros,Brooklyn,Private room,59,5,0,0.72,2,67
Outros,Outros,Manhattan,Entire home/apt,230,2,1,1.0,1,77
Outros,Outros,Manhattan,Entire home/apt,190,7,0,0.72,1,0
Outros,Outros,Brooklyn,Private room,50,1,0,0.72,1,0
Outros,Outros,Queens,Entire home/apt,99,1,49,1.7,1,247
Outros,Outros,Brooklyn,Entire home/apt,90,1,81,3.5,1,35
Outros,Outros,Manhattan,Private room,85,2,26,0.71,1,16
Outros,Outros,Manhattan,Private room,77,1,1,0.81,1,0
Outros,Outros,Manhattan,Private room,95,5,1,0.03,3,0
Outros,Outros,Manhattan,Entire home/apt,155,1,123,1.74,2,170
Outros,Outros,Brooklyn,Private room,51,7,0,0.72,1,0
Outros,Outros,Brooklyn,Private room,100,1,82,2.95,1,0
Outros,Outros,Manhattan,Entire home/apt,150,4,10,0.19,1,0
Outros,Outros,Queens,Entire home/apt,85,4,2,0.05,1,0
Outros,Outros,Brooklyn,Private room,65,1,0,0.72,1,0
Outros,Outros,Brooklyn,Entire home/apt,91,1,4,0.13,2,0
Outros,Outros,Manhattan,Entire home/apt,195,1,136,2.94,1,203
Outros,Outros,Queens,Private room,40,3,1,0.05,1,0
Outros,Outros,Manhattan,Private room,100,1,32,5.45,4,184
Outros,Outros,Brooklyn,Entire home/apt,300,2,85,1.81,2,268
Outros,Outros,Brooklyn,Entire home/apt,133,28,6,0.52,1,307
Outros,Outros,Brooklyn,Entire home/apt,125,5,2,0.27,1,0
Outros,Outros,Brooklyn,Private room,66,1,45,4.91,3,75
Outros,Outros,Brooklyn,Entire home/apt,125,2,104,1.09,1,22
Outros,Outros,Queens,Entire home/apt,100,1,62,6.0,2,77
Outros,Outros,Brooklyn,Entire home/apt,179,1,15,2.54,1,0
Outros,Outros,Manhattan,Entire home/apt,250,2,85,3.28,2,306
Outros,Outros,Brooklyn,Entire home/apt,115,1,75,2.0,1,81
Outros,Outros,Brooklyn,Entire home/apt,109,3,6,0.31,1,0
Outros,Outros,Manhattan,Entire home/apt,159,90,0,0.72,2,90
Outros,Outros,Brooklyn,Private room,50,2,6,0.16,1,0
Outros,Outros,Brooklyn,Entire home/apt,500,7,5,0.16,1,106
Outros,Outros,Brooklyn,Entire home/apt,350,2,9,0.27,1,130
Outros,Outros,Queens,Private room,55,2,52,0.49,2,365
Outros,Outros,Manhattan,Entire home/apt,165,1,4,0.42,1,0
Outros,Outros,Brooklyn,Private room,75,1,13,0.51,1,0
Outros,Outros,Brooklyn,Entire home/apt,118,2,3,3.0,1,101
Outros,Outros,Brooklyn,Entire home/apt,85,2,67,0.97,1,8
Outros,Outros,Manhattan,Private room,50,2,55,1.52,1,0
Outros,Outros,Queens,Entire home/apt,77,2,3,0.29,1,0
Outros,Outros,Brooklyn,Entire home/apt,245,2,14,0.76,1,65
Outros,Outros,Manhattan,Entire home/apt,175,4,36,0.77,1,0
Outros,Outros,Manhattan,Entire home/apt,225,10,14,0.52,1,11
Outros,Outros,Brooklyn,Entire home/apt,69,3,7,0.41,1,0
Outros,Outros,Brooklyn,Private room,38,1,3,0.1,1,0
Outros,Outros,Brooklyn,Entire home/apt,165,2,13,0.27,1,0
Outros,Outros,Queens,Private room,60,5,66,1.05,1,348
Outros,Outros,Manhattan,Entire home/apt,84,2,3,0.12,1,0
Outros,Outros,Queens,Private room,55,1,34,1.73,3,78
Outros,Outros,Bronx,Entire home/apt,98,3,0,0.72,7,169
Outros,Outros,Brooklyn,Private room,64,2,30,1.62,1,94
Outros,Outros,Bronx,Entire home/apt,120,4,89,1.54,2,0
Outros,Outros,Brooklyn,Private room,60,1,18,2.78,2,343
Outros,Outros,Brooklyn,Entire home/apt,128,3,2,0.07,1,0
Outros,Outros,Manhattan,Entire home/apt,140,5,25,0.37,1,13
Outros,Outros,Brooklyn,Private room,150,1,0,0.72,1,364
Outros,Outros,Queens,Private room,35,1,2,0.06,1,0
Outros,Outros,Brooklyn,Private room,40,3,51,3.0,2,51
Outros,Outros,Manhattan,Entire home/apt,115,1,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,115,14,0,0.72,1,0
Outros,Outros,Manhattan,Private room,119,1,117,3.61,1,365
Outros,Outros,Queens,Private room,40,3,0,0.72,1,0
Outros,Outros,Manhattan,Private room,50,7,2,0.13,1,358
Outros,Outros,Brooklyn,Entire home/apt,265,2,4,0.29,2,89
Outros,Outros,Brooklyn,Private room,55,2,5,1.7,10,326
Outros,Outros,Brooklyn,Entire home/apt,130,5,61,3.84,2,185
Outros,Outros,Queens,Private room,70,1,34,1.67,1,93
Outros,Outros,Brooklyn,Entire home/apt,130,8,4,0.18,1,0
Outros,Outros,Brooklyn,Private room,40,30,0,0.72,1,5
Outros,Outros,Manhattan,Entire home/apt,590,1,0,0.72,1,365
Outros,Outros,Brooklyn,Entire home/apt,100,15,3,0.14,2,365
Outros,Outros,Brooklyn,Private room,70,6,9,0.21,1,0
Outros,Outros,Brooklyn,Entire home/apt,150,2,8,7.27,1,30
Outros,Outros,Queens,Entire home/apt,100,2,45,2.89,1,269
Outros,Outros,Manhattan,Entire home/apt,140,1,25,1.67,11,330
Outros,Outros,Manhattan,Entire home/apt,300,5,7,0.16,5,82
Outros,Outros,Brooklyn,Private room,100,1,0,0.72,1,365
Outros,Outros,Brooklyn,Entire home/apt,250,3,0,0.72,1,365
Outros,Outros,Manhattan,Entire home/apt,50,1,12,0.75,1,0
Outros,Outros,Manhattan,Entire home/apt,150,30,2,0.04,52,362
Outros,Outros,Manhattan,Entire home/apt,199,1,0,0.72,1,362
Outros,Outros,Manhattan,Private room,49,1,27,2.41,2,180
Outros,Outros,Manhattan,Private room,69,7,6,0.53,1,156
Outros,Outros,Brooklyn,Private room,150,4,0,0.72,1,267
Outros,Outros,Manhattan,Private room,295,2,0,0.72,1,5
Outros,Outros,Brooklyn,Private room,65,30,31,2.7,3,365
Outros,Outros,Brooklyn,Private room,34,30,0,0.72,1,40
Outros,Outros,Manhattan,Entire home/apt,180,4,23,1.99,2,233
Outros,Outros,Queens,Private room,80,2,16,0.49,1,0
Outros,Outros,Manhattan,Entire home/apt,275,2,6,0.95,1,252
Outros,Outros,Manhattan,Entire home/apt,150,2,162,1.92,1,231
Outros,Outros,Queens,Entire home/apt,225,1,1,0.02,1,0
Outros,Outros,Manhattan,Private room,80,3,85,3.06,1,28
Outros,Outros,Manhattan,Entire home/apt,700,4,46,5.7,1,126
Outros,Outros,Manhattan,Entire home/apt,99,2,57,1.17,1,0
Outros,Outros,Manhattan,Entire home/apt,199,1,29,0.31,2,162
Outros,Outros,Brooklyn,Entire home/apt,78,30,81,1.33,3,188
Outros,Outros,Manhattan,Entire home/apt,110,15,26,0.47,1,0
Outros,Outros,Manhattan,Entire home/apt,320,4,0,0.72,1,160
Outros,Outros,Manhattan,Entire home/apt,150,30,8,0.32,39,275
Outros,Outros,Manhattan,Entire home/apt,129,30,0,0.72,121,133
Outros,Outros,Brooklyn,Private room,45,1,43,0.99,2,310
Outros,Outros,Queens,Entire home/apt,101,10,0,0.72,1,0
Outros,Outros,Manhattan,Private room,115,2,27,0.94,1,363
Outros,Outros,Manhattan,Entire home/apt,118,30,0,0.72,8,326
Outros,Outros,Manhattan,Entire home/apt,170,30,0,0.72,9,336
Outros,Outros,Brooklyn,Private room,100,5,8,1.21,1,0
Outros,Outros,Brooklyn,Private room,58,1,48,2.27,2,0
Outros,Outros,Queens,Entire home/apt,59,1,32,4.62,1,24
Outros,Outros,Manhattan,Entire home/apt,78,3,4,0.31,1,13
Outros,Outros,Manhattan,Entire home/apt,175,2,1,0.02,1,0
Outros,Outros,Brooklyn,Private room,50,10,3,0.07,1,0
Outros,Outros,Brooklyn,Private room,100,2,1,0.05,1,0
Outros,Outros,Brooklyn,Private room,29,15,2,1.2,2,244
Outros,Outros,Queens,Private room,39,1,15,6.25,8,0
Outros,Outros,Manhattan,Entire home/apt,155,14,75,2.18,1,34
Outros,Outros,Manhattan,Entire home/apt,95,1,2,0.06,1,0
Outros,Outros,Brooklyn,Private room,75,2,6,2.34,1,0
Outros,Outros,Manhattan,Private room,100,3,6,0.48,1,9
Outros,Outros,Manhattan,Private room,42,2,3,0.13,1,0
Outros,Outros,Manhattan,Entire home/apt,130,2,1,0.02,1,0
Outros,Outros,Queens,Entire home/apt,90,4,64,3.71,1,106
Outros,Outros,Manhattan,Entire home/apt,96,115,45,0.63,19,210
Outros,Outros,Brooklyn,Entire home/apt,120,2,6,0.13,1,0
Outros,Outros,Manhattan,Private room,90,3,6,0.13,1,0
Outros,Outros,Brooklyn,Private room,50,1,3,0.1,1,0
Outros,Outros,Manhattan,Entire home/apt,72,3,28,1.15,1,0
Outros,Outros,Manhattan,Entire home/apt,300,4,57,1.08,1,0
Outros,Outros,Brooklyn,Entire home/apt,215,3,1,0.01,2,300
Outros,Outros,Brooklyn,Private room,75,3,38,1.88,2,66
Outros,Outros,Brooklyn,Private room,50,5,1,1.0,1,32
Outros,Outros,Queens,Entire home/apt,140,15,0,0.72,2,0
Outros,Outros,Brooklyn,Entire home/apt,175,3,2,0.05,3,0
Outros,Outros,Manhattan,Private room,88,1,1,0.09,1,0
Outros,Outros,Manhattan,Entire home/apt,200,1,46,0.74,1,0
Outros,Outros,Queens,Shared room,12,1,0,0.72,1,359
Outros,Outros,Brooklyn,Private room,33,14,1,0.03,1,0
Outros,Outros,Brooklyn,Private room,52,2,93,1.12,4,0
Outros,Outros,Manhattan,Entire home/apt,115,4,26,1.66,1,16
Outros,Outros,Brooklyn,Private room,110,1,2,0.05,2,342
Outros,Outros,Brooklyn,Private room,80,7,1,0.36,9,364
Outros,Outros,Brooklyn,Entire home/apt,119,1,0,0.72,2,136
Outros,Outros,Brooklyn,Private room,75,2,53,1.23,1,340
Outros,Outros,Queens,Private room,70,4,3,0.29,1,0
Outros,Outros,Staten Island,Entire home/apt,155,3,63,1.29,1,0
Outros,Outros,Brooklyn,Entire home/apt,75,5,2,0.06,1,0
Outros,Outros,Brooklyn,Private room,80,1,12,0.39,3,5
Outros,Outros,Brooklyn,Private room,72,30,0,0.72,5,341
Outros,Outros,Manhattan,Entire home/apt,250,4,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,150,30,1,0.61,8,332
Outros,Outros,Manhattan,Private room,75,2,4,1.67,2,58
Outros,Outros,Queens,Entire home/apt,299,2,67,0.95,2,322
Outros,Outros,Manhattan,Entire home/apt,125,3,27,0.79,2,308
Outros,Outros,Queens,Private room,65,1,133,8.87,1,7
Outros,Outros,Brooklyn,Private room,115,2,5,0.13,2,358
Outros,Outros,Manhattan,Entire home/apt,150,2,28,1.17,1,9
Outros,Outros,Bronx,Private room,45,3,53,0.82,1,249
Outros,Outros,Manhattan,Entire home/apt,150,1,156,2.46,1,111
Outros,Outros,Manhattan,Entire home/apt,135,2,21,2.78,1,5
Outros,Outros,Brooklyn,Private room,68,2,0,0.72,2,0
Outros,Outros,Queens,Entire home/apt,160,2,175,2.78,1,269
Outros,Outros,Manhattan,Private room,130,1,1,0.02,1,0
Outros,Outros,Queens,Private room,78,1,17,0.87,3,82
Outros,Outros,Manhattan,Entire home/apt,179,2,55,1.06,1,185
Outros,Outros,Brooklyn,Private room,50,3,10,1.59,2,235
Outros,Outros,Brooklyn,Private room,85,1,32,0.43,3,340
Outros,Outros,Manhattan,Entire home/apt,199,5,18,1.65,1,248
Outros,Outros,Manhattan,Entire home/apt,500,3,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,195,30,2,0.62,1,239
Outros,Outros,Manhattan,Private room,79,5,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,229,2,21,0.36,1,0
Outros,Outros,Brooklyn,Entire home/apt,220,30,2,2.0,2,82
Outros,Outros,Brooklyn,Entire home/apt,95,3,8,0.63,1,12
Outros,Outros,Manhattan,Private room,85,1,14,3.93,3,332
Outros,Outros,Brooklyn,Private room,30,1,1,0.88,1,34
Outros,Outros,Brooklyn,Private room,100,1,0,0.72,1,0
Outros,Outros,Brooklyn,Entire home/apt,105,5,1,0.02,3,365
Outros,Outros,Brooklyn,Private room,120,3,1,0.1,1,179
Outros,Outros,Queens,Private room,75,2,0,0.72,1,0
Outros,Outros,Brooklyn,Private room,39,30,0,0.72,1,220
Outros,Outros,Brooklyn,Private room,60,3,8,0.33,1,0
Outros,Outros,Queens,Private room,60,2,4,0.29,9,283
Outros,Outros,Manhattan,Private room,69,1,1,0.02,1,0
Outros,Outros,Manhattan,Entire home/apt,200,2,1,1.0,1,234
Outros,Outros,Brooklyn,Entire home/apt,129,3,1,1.0,1,21
Outros,Outros,Brooklyn,Private room,60,5,3,0.45,1,344
Outros,Outros,Brooklyn,Private room,80,1,14,0.87,1,2
Outros,Outros,Brooklyn,Entire home/apt,160,3,42,0.44,1,355
Outros,Outros,Brooklyn,Entire home/apt,78,2,114,2.65,1,217
Outros,Outros,Manhattan,Entire home/apt,115,2,16,1.26,1,81
Outros,Outros,Manhattan,Private room,200,3,0,0.72,2,158
Outros,Outros,Queens,Entire home/apt,138,1,227,4.83,1,21
Outros,Outros,Manhattan,Entire home/apt,500,3,2,0.81,47,352
Outros,Outros,Manhattan,Entire home/apt,225,30,0,0.72,12,343
Outros,Outros,Manhattan,Private room,87,1,14,1.19,4,0
Outros,Outros,Brooklyn,Entire home/apt,265,31,33,1.2,1,281
Outros,Outros,Manhattan,Entire home/apt,199,2,8,0.54,1,0
Outros,Outros,Brooklyn,Private room,95,2,23,2.08,5,361
Outros,Outros,Brooklyn,Private room,100,1,35,2.04,2,17
Outros,Outros,Manhattan,Private room,60,7,5,0.49,47,326
Outros,Outros,Manhattan,Entire home/apt,200,31,0,0.72,5,341
Outros,Outros,Queens,Entire home/apt,195,3,124,2.2,1,305
Outros,Outros,Bronx,Private room,40,1,1,0.03,1,0
Outros,Outros,Brooklyn,Entire home/apt,120,7,9,0.21,1,0
Outros,Outros,Manhattan,Private room,150,2,2,0.05,1,0
Outros,Outros,Queens,Entire home/apt,150,7,15,1.73,3,69
Outros,Outros,Manhattan,Private room,125,3,0,0.72,3,0
Outros,Outros,Manhattan,Private room,60,2,3,0.08,2,0
Outros,Outros,Brooklyn,Entire home/apt,150,2,179,5.13,1,300
Outros,Outros,Manhattan,Entire home/apt,454,2,11,3.33,327,297
Outros,Outros,Manhattan,Entire home/apt,250,1,13,8.48,1,213
Outros,Outros,Manhattan,Private room,45,3,3,0.13,2,0
Outros,Outros,Brooklyn,Entire home/apt,130,9,3,0.04,1,329
Outros,Outros,Manhattan,Entire home/apt,116,30,1,0.02,29,335
Outros,Outros,Brooklyn,Private room,49,14,5,0.34,2,163
Outros,Outros,Manhattan,Private room,999,1,5,4.17,30,348
Outros,Outros,Queens,Private room,600,2,5,0.27,2,0
Outros,Outros,Manhattan,Private room,80,1,1,0.02,1,0
Outros,Outros,Manhattan,Private room,150,1,1,0.02,1,0
Outros,Outros,Brooklyn,Private room,60,3,5,0.43,1,0
Outros,Outros,Manhattan,Entire home/apt,300,3,0,0.72,1,0
Outros,Outros,Brooklyn,Entire home/apt,195,2,0,0.72,2,7
Outros,Outros,Queens,Entire home/apt,130,5,0,0.72,1,0
Outros,Outros,Manhattan,Entire home/apt,110,7,19,1.11,1,171
Outros,Outros,Manhattan,Entire home/apt,325,3,6,0.18,1,333
Outros,Outros,Brooklyn,Entire home/apt,350,1,0,0.72,5,364
Outros,Outros,Manhattan,Entire home/apt,150,30,17,0.36,7,0
Outros,Outros,Brooklyn,Entire home/apt,130,3,6,2.09,1,292
Outros,Outros,Manhattan,Entire home/apt,198,30,0,0.72,49,364
Outros,Outros,Brooklyn,Entire home/apt,250,3,80,2.23,1,98
Outros,Outros,Manhattan,Entire home/apt,185,2,7,1.0,1,14
Outros,Outros,Queens,Private room,80,4,3,0.3,2,175
Outros,Outros,Manhattan,Private room,100,3,7,0.09,1,0
Outros,Outros,Manhattan,Private room,79,1,62,2.58,2,258
Outros,Outros,Brooklyn,Entire home/apt,200,90,4,0.4,1,364
Outros,Outros,Manhattan,Private room,210,1,3,3.0,1,7
Outros,Outros,Queens,Private room,58,1,34,0.66,2,129
Outros,Outros,Manhattan,Entire home/apt,195,12,10,0.2,1,64
Outros,Outros,Manhattan,Private room,50,1,0,0.72,1,0
Outros,Outros,Brooklyn,Entire home/apt,120,30,7,0.38,21,342
Outros,Outros,Queens,Private room,33,30,1,0.18,103,269
Outros,Outros,Queens,Shared room,39,1,0,0.72,2,43
Outros,Outros,Brooklyn,Private room,49,2,71,3.1,3,308
Outros,Outros,Brooklyn,Private room,50,3,5,0.11,1,0
Outros,Outros,Manhattan,Private room,70,4,3,0.4,2,0
Outros,Outros,Manhattan,Entire home/apt,185,30,7,0.13,39,347
Outros,Outros,Manhattan,Entire home/apt,120,5,17,0.56,1,28
Outros,Outros,Brooklyn,Private room,50,14,4,1.21,1,129
Outros,Outros,Brooklyn,Private room,50,2,15,0.55,2,27
Outros,Outros,Manhattan,Entire home/apt,321,30,1,0.39,232,310
Outros,Outros,Manhattan,Entire home/apt,187,29,1,0.79,96,335
Outros,Outros,Manhattan,Private room,86,3,1,0.05,1,0
Outros,Outros,Brooklyn,Entire home/apt,75,1,0,0.72,1,0
Outros,Outros,Manhattan,Private room,65,1,4,0.28,4,365
Outros,Outros,Manhattan,Entire home/apt,75,3,3,0.06,1,0
Outros,Outros,Manhattan,Entire home/apt,175,1,1,0.02,1,0
Outros,Outros,Manhattan,Private room,94,1,51,0.93,2,88
Outros,Outros,Manhattan,Private room,53,1,165,5.35,2,120
Outros,Outros,Manhattan,Entire home/apt,195,3,5,0.1,1,0
Outros,Outros,Manhattan,Private room,89,1,203,3.89,2,162
Outros,Outros,Manhattan,Entire home/apt,155,2,18,2.73,1,123
Outros,Outros,Brooklyn,Entire home/apt,97,3,177,2.64,1,272
Outros,Outros,Queens,Private room,40,1,2,0.09,1,0
Outros,Outros,Brooklyn,Private room,31,6,0,0.72,1,0
Outros,Outros,Brooklyn,Private room,80,1,0,0.72,1,30
Outros,Outros,Manhattan,Entire home/apt,120,2,7,0.36,2,0
Outros,Outros,Brooklyn,Private room,100,1,132,5.88,2,74
Outros,Outros,Queens,Entire home/apt,98,2,1,0.31,1,292
Outros,Outros,Manhattan,Entire home/apt,180,2,0,0.72,1,0
Outros,Outros,Manhattan,Private room,79,2,72,2.59,1,160
Outros,Outros,Brooklyn,Private room,85,4,0,0.72,1,365
Outros,Outros,Brooklyn,Entire home/apt,100,3,5,1.17,1,326
Outros,Outros,Brooklyn,Entire home/apt,180,4,67,1.32,1,304
Outros,Outros,Queens,Entire home/apt,190,3,15,1.76,1,36
Outros,Outros,Queens,Shared room,43,1,8,0.73,2,362
Outros,Outros,Manhattan,Entire home/apt,150,1,4,0.59,1,49
Outros,Outros,Brooklyn,Entire home/apt,65,2,1,0.05,1,0
Outros,Outros,Brooklyn,Private room,750,1,4,0.22,4,89
Outros,Outros,Brooklyn,Private room,85,1,4,0.61,1,1
Outros,Outros,Brooklyn,Private room,80,2,7,0.21,8,189
Outros,Outros,Manhattan,Private room,40,5,3,0.16,1,0
Outros,Outros,Brooklyn,Private room,40,1,1,0.03,1,0
Outros,Outros,Brooklyn,Private room,62,2,324,4.3,1,267
Outros,Outros,Brooklyn,Entire home/apt,132,3,120,2.37,2,214
Outros,Outros,Brooklyn,Private room,57,2,0,0.72,1,61
Outros,Outros,Brooklyn,Private room,38,10,0,0.72,1,67
Outros,Outros,Manhattan,Entire home/apt,117,1,4,0.24,1,0
Outros,Outros,Brooklyn,Entire home/apt,80,1,17,0.38,1,0
Outros,Outros,Manhattan,Private room,749,2,5,0.15,12,365
Outros,Outros,Brooklyn,Private room,85,9,6,0.22,1,10
Outros,Outros,Manhattan,Private room,81,2,8,0.16,2,0
Outros,Outros,Brooklyn,Private room,55,6,1,0.07,1,0
Outros,Outros,Brooklyn,Entire home/apt,200,3,6,0.22,1,194
Outros,Outros,Manhattan,Entire home/apt,110,30,10,0.23,9,263
